Date,Open,High,Low,Close,Adj Close,Volume
1991-01-01,15.144000,18.585800,15.144000,16.864901,1.184213,0
1991-02-01,17.209101,22.027599,16.520700,20.306700,1.425888,0
1991-03-01,19.962500,20.650900,17.553301,19.411800,1.363050,0
1991-04-01,19.274200,20.375601,18.172800,18.172800,1.276050,0
1991-05-01,18.448099,20.306700,17.759800,19.274200,1.353388,0
1991-06-01,19.549500,22.027599,18.448099,19.411800,1.363050,0
1991-07-01,18.723499,25.469400,18.723499,24.781099,1.740069,0
1991-08-01,24.781099,30.976400,24.092699,28.635900,2.010744,0
1991-09-01,28.911301,28.911301,23.404400,26.157801,1.836738,0
1991-10-01,25.469400,26.846201,22.027599,26.502001,1.860907,0
1991-11-01,26.502001,27.878700,24.092699,24.781099,1.740069,0
1991-12-01,24.781099,26.846201,24.092699,25.125299,1.764238,0
1992-01-01,24.781099,33.041500,24.092699,31.664700,2.223419,0
1992-02-01,30.976400,46.808701,28.911301,40.957600,2.875944,0
1992-03-01,41.301800,115.644997,41.301800,111.514999,7.830316,0
1992-04-01,114.267998,126.658997,64.706200,71.589798,5.026863,0
1992-05-01,61.952702,71.589798,42.678501,46.808701,3.286794,0
1992-06-01,46.808701,56.445801,42.678501,53.004002,3.721814,0
1992-07-01,48.185501,50.250500,44.055302,46.808701,3.286794,0
1992-08-01,46.120399,50.250500,42.678501,46.808701,3.286794,0
1992-09-01,46.808701,63.329399,45.431999,57.134201,4.011826,0
1992-10-01,56.445801,62.641102,53.692402,55.069099,3.866819,0
1992-11-01,55.757500,59.543400,49.562199,52.315601,3.673475,0
1992-12-01,52.315601,56.101601,49.562199,53.692402,3.770151,0
1993-01-01,53.004002,55.069099,48.873798,53.692402,3.770151,0
1993-02-01,54.036499,59.199299,51.627300,57.822498,4.060156,0
1993-03-01,53.692402,55.413300,46.808701,51.971500,3.649313,0
1993-04-01,50.938900,53.004002,47.497101,51.627300,3.625145,0
1993-05-01,49.562199,60.231800,49.562199,54.036499,3.794313,0
1993-06-01,54.380699,57.822498,50.938900,53.692402,3.770151,0
1993-07-01,53.004002,64.706200,52.315601,63.329399,4.446838,0
1993-08-01,64.706200,82.947800,64.706200,75.031601,5.268537,0
1993-09-01,74.343300,95.682503,69.524696,92.584900,6.501089,0
1993-10-01,92.929100,101.189003,88.110497,94.305801,6.621927,0
1993-11-01,93.617401,139.738007,89.487297,136.296005,9.570376,0
1993-12-01,136.296005,137.673004,119.086998,123.217003,8.652002,0
1994-01-01,124.594002,145.932999,115.644997,131.477005,9.231997,0
1994-02-01,129.757004,143.179993,114.267998,133.542999,9.377068,0
1994-03-01,133.542999,133.542999,108.761002,111.859001,7.854468,0
1994-04-01,110.827003,121.496002,109.449997,113.580002,7.975313,0
1994-05-01,113.580002,116.333000,105.320000,113.580002,7.975313,0
1994-06-01,114.267998,140.082001,113.580002,128.035995,8.990380,0
