Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,62.200001,64.500000,61.500000,64.294998,30.216249,2247000
1996-02-01,64.294998,72.500000,62.500000,70.925003,33.332104,2833500
1996-03-01,70.925003,71.599998,65.625000,70.610001,33.184059,2452500
1996-04-01,70.610001,80.500000,70.199997,78.684998,36.979019,4546500
1996-05-01,80.000000,81.500000,75.599998,78.714996,36.993099,4849500
1996-06-01,78.714996,95.500000,77.404999,82.775002,38.901161,9861500
1996-07-01,81.400002,90.000000,79.504997,85.320000,40.097218,6101000
1996-08-01,85.500000,88.500000,81.500000,84.324997,39.629604,2788000
1996-09-01,84.150002,84.290001,80.000000,82.349998,38.701427,5803500
1996-10-01,82.050003,83.500000,75.555000,79.489998,37.357330,6914500
1996-11-01,78.699997,82.199997,76.004997,79.660004,37.437218,3833000
1996-12-01,79.925003,82.000000,74.599998,79.169998,37.206928,13509000
1997-01-01,80.495003,90.900002,80.300003,88.820000,41.742077,7920500
1997-02-01,88.820000,96.000000,84.300003,94.400002,44.364471,5099000
1997-03-01,100.000000,107.900002,91.000000,93.394997,43.892162,10038500
1997-04-01,93.500000,112.500000,93.099998,110.209999,51.794582,13337500
1997-05-01,109.800003,112.900002,102.800003,111.025002,52.177593,19811500
1997-06-01,111.230003,145.000000,111.205002,144.095001,67.719276,33976500
1997-07-01,144.994995,146.000000,129.104996,142.794998,67.108330,16640500
1997-08-01,142.100006,157.899994,133.000000,134.389999,63.158276,18207500
1997-09-01,134.899994,144.990005,127.599998,134.339996,63.134789,26654500
1997-10-01,133.800003,146.399994,123.105003,128.244995,60.270359,25825000
1997-11-01,129.899994,140.399994,120.099998,137.475006,64.608116,31340000
1997-12-01,136.800003,144.800003,120.129997,139.744995,65.674927,40470000
1998-01-01,139.300003,144.199997,126.800003,134.794998,63.348610,44300500
1998-02-01,135.000000,170.000000,134.199997,153.529999,72.153366,101232500
1998-03-01,153.839996,163.500000,151.000000,159.240005,74.836853,76156500
1998-04-01,159.770004,169.300003,155.000000,158.134995,79.060219,69948500
1998-05-01,158.490005,169.000000,147.199997,159.740005,79.862610,30490000
1998-06-01,161.000000,164.699997,137.649994,149.964996,74.975586,38265000
1998-07-01,147.949997,175.000000,146.699997,170.089996,85.037163,49757000
1998-08-01,170.000000,170.000000,155.199997,161.550003,80.767570,19085000
1998-09-01,160.500000,173.000000,158.500000,168.574997,89.655014,24132000
1998-10-01,167.024994,172.000000,154.000000,160.889999,85.567802,28747500
1998-11-01,161.975006,166.475006,155.000000,159.250000,84.695595,9507000
1998-12-01,159.000000,178.500000,152.554993,166.509995,88.556755,27144000
