Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,1200.000000,1270.000000,1135.000000,1215.000000,1114.726929,14395000
2000-02-01,1200.000000,1215.000000,1010.000000,1010.000000,926.645386,22032000
2000-03-01,1050.000000,1135.000000,995.000000,1105.000000,1013.804932,25565800
2000-04-01,1100.000000,1250.000000,1095.000000,1190.000000,1091.790161,24198600
2000-05-01,1215.000000,1400.000000,1205.000000,1320.000000,1211.061157,21048000
2000-06-01,1305.000000,1495.000000,1280.000000,1490.000000,1367.031250,27979600
2000-07-01,1495.000000,1510.000000,1260.000000,1290.000000,1183.537109,16051400
2000-08-01,1315.000000,1455.000000,1295.000000,1370.000000,1256.934814,15599600
2000-09-01,1370.000000,1435.000000,1345.000000,1435.000000,1316.570557,10959200
2000-10-01,1435.000000,1475.000000,1385.000000,1425.000000,1307.395752,12560200
2000-11-01,1435.000000,1590.000000,1400.000000,1560.000000,1431.254028,23106000
2000-12-01,1560.000000,1730.000000,1530.000000,1690.000000,1550.525757,38996400
2001-01-01,1690.000000,1695.000000,1430.000000,1530.000000,1403.730103,31514000
2001-02-01,1520.000000,1605.000000,1510.000000,1585.000000,1454.190796,20156600
2001-03-01,1585.000000,1750.000000,1575.000000,1710.000000,1568.874878,31516400
2001-04-01,1700.000000,1785.000000,1655.000000,1735.000000,1591.811768,22492400
2001-05-01,1740.000000,1805.000000,1665.000000,1760.000000,1614.748413,23951106
2001-06-01,1750.000000,1940.000000,1725.000000,1895.000000,1738.607178,34736000
2001-07-01,1920.000000,2060.000000,1840.000000,1950.000000,1789.067749,37813600
2001-08-01,1975.000000,2140.000000,1845.000000,2000.000000,1834.941406,50220200
2001-09-01,2040.000000,2085.000000,1855.000000,1905.000000,1747.781738,35399200
2001-10-01,1960.000000,2070.000000,1895.000000,1905.000000,1747.781738,33039800
2001-11-01,1915.000000,1925.000000,1605.000000,1680.000000,1541.350952,44095000
2001-12-01,1690.000000,1770.000000,1640.000000,1755.000000,1610.161255,30306200
2002-01-01,1755.000000,1755.000000,1540.000000,1665.000000,1527.588623,30038000
2002-02-01,1700.000000,1795.000000,1665.000000,1725.000000,1582.636963,29765800
2002-03-01,1770.000000,1780.000000,1585.000000,1590.000000,1458.778198,31345400
2002-04-01,1590.000000,1635.000000,1510.000000,1535.000000,1408.317505,35811400
2002-05-01,1535.000000,1775.000000,1510.000000,1700.000000,1559.699951,38405000
2002-06-01,1715.000000,1730.000000,1600.000000,1665.000000,1527.588623,20671000
2002-07-01,1685.000000,1720.000000,1530.000000,1550.000000,1422.079346,35746200
2002-08-01,1590.000000,1770.000000,1585.000000,1690.000000,1550.525757,44508800
2002-09-01,1690.000000,1800.000000,1660.000000,1780.000000,1633.097778,33931000
2002-10-01,1765.000000,1825.000000,1670.000000,1790.000000,1642.272461,42566800
2002-11-01,1790.000000,1870.000000,1755.000000,1825.000000,1674.383789,29346400
2002-12-01,1825.000000,1860.000000,1750.000000,1860.000000,1706.495605,32699800
2003-01-01,1860.000000,1925.000000,1765.000000,1765.000000,1619.335815,29062400
2003-02-01,1765.000000,1835.000000,1750.000000,1790.000000,1642.272461,27912600
2003-03-01,1795.000000,1865.000000,1745.000000,1840.000000,1688.145752,28914600
2003-04-01,1840.000000,1965.000000,1835.000000,1940.000000,1779.893066,26299200
2003-05-01,1910.000000,1970.000000,1840.000000,1870.000000,1715.670044,32059600
2003-06-01,1860.000000,1870.000000,1705.000000,1725.000000,1582.636963,54552800
2003-07-01,1750.000000,1775.000000,1650.000000,1770.000000,1623.923096,52375400
2003-08-01,1775.000000,1815.000000,1730.000000,1775.000000,1628.510254,36160600
2003-09-01,1770.000000,1915.000000,1745.000000,1855.000000,1701.908081,36996600
2003-10-01,1860.000000,1905.000000,1805.000000,1885.000000,1729.432007,30203400
2003-11-01,1885.000000,1935.000000,1805.000000,1875.000000,1720.257446,36739200
2003-12-01,1880.000000,1970.000000,1825.000000,1910.000000,1752.368774,30872600
2004-01-01,1910.000000,2075.000000,1910.000000,2065.000000,1894.576904,32262400
2004-02-01,2065.000000,2085.000000,1955.000000,2030.000000,1862.465454,29265600
2004-03-01,2050.000000,2050.000000,1930.000000,1970.000000,1807.416992,32917800
2004-04-01,1980.000000,2045.000000,1930.000000,2045.000000,1876.227417,34643800
